datetime,open,high,low,close,bearish_engulfing
2021-06-18,120.105,120.27,119.265,119.41,0
2021-06-17,121.82,121.96,119.93,120.07,0
2021-06-16,122.57,122.645,121.76,121.78,1
2021-06-15,122.295,122.79,122.245,122.55,0
2021-06-14,122.085,122.41,121.84,122.26,0
2021-06-11,122.22,122.505,121.955,122.06,0
2021-06-10,122.405,122.57,122.03,122.18,0
2021-06-09,122.1,122.495,121.955,122.33,0
2021-06-08,121.72,122.2,121.62,122.06,0
2021-06-07,121.765,121.93,121.445,121.68,0
2021-06-04,122.075,122.145,121.605,121.71,0
2021-06-03,122.025,122.165,121.73,122.05,0
2021-06-02,122.045,122.335,121.715,121.98,0
2021-06-01,121.83,122.28,121.665,121.99,0
2021-05-31,121.98,122.17,121.58,121.77,0
2021-05-28,122.43,122.55,121.87,122.08,0
2021-05-27,121.535,122.55,121.39,122.4,0
2021-05-26,121.47,121.79,121.355,121.5,0
2021-05-25,121.18,121.85,121.135,121.42,0
2021-05-24,121.385,121.455,121.01,121.14,1
2021-05-21,121.235,121.48,120.94,121.31,0
2021-05-20,120.795,121.26,120.635,121.17,0
2021-05-19,121.28,121.54,120.535,120.78,1
2021-05-18,120.89,121.55,120.835,121.25,0
2021-05-17,121.135,121.42,120.875,120.84,0
2021-05-14,120.81,121.365,120.715,121.29,0
2021-05-13,120.595,121.075,120.49,120.77,0
2021-05-12,120.19,120.72,119.885,120.56,0
2021-05-11,120.71,120.985,120.12,120.15,0
2021-05-10,120.675,121.105,120.02,120.67,0
2021-05-07,120.21,120.635,119.89,120.49,0
2021-05-06,119.61,120.42,119.505,120.16,0
2021-05-05,119.675,119.78,119.25,119.56,0
2021-05-04,119.72,119.865,119.435,119.63,1
2021-05-03,119.61,120.19,119.525,119.69,0
2021-04-30,119.885,120.015,119.56,119.59,0
2021-04-29,119.385,120.125,119.27,119.85,0
2021-04-28,119.04,119.525,118.68,119.36,0
2021-04-27,118.225,119.035,118.08,118.97,0
2021-04-26,118.195,118.33,117.715,118.16,0
2021-04-23,117.765,118.25,117.49,118.09,0
2021-04-22,117.835,118.165,117.575,117.74,0
2021-04-21,118.015,118.115,117.555,117.81,0
2021-04-20,118.185,118.69,117.92,117.98,0
2021-04-19,118.32,118.495,117.8,118.16,0
2021-04-16,117.875,118.655,117.76,118.19,0
2021-04-15,118.08,118.16,117.635,117.81,0
2021-04-14,118.415,118.62,117.95,118.02,0
2021-04-13,118.56,118.77,118.01,118.39,0
2021-04-12,118.57,118.73,118.135,118.52,0
2021-04-09,118.115,118.66,118.075,118.51,0
2021-04-08,118.18,118.325,117.615,118.08,0
2021-04-07,117.89,118.39,117.545,118.13,0
2021-04-06,117.655,118.015,117.355,117.85,0
2021-04-05,117.49,117.745,117.18,117.6,0
2021-04-02,117.41,117.59,117.265,117.43,0
2021-04-01,117.365,117.59,116.925,117.36,0
2021-03-31,117.135,117.7,117.035,117.29,0
2021-03-30,116.89,117.225,116.825,117.08,0
2021-03-29,116.76,117.07,116.41,116.84,0
2021-03-26,116.135,116.875,116.075,116.73,0
2021-03-25,116.22,116.695,116.08,116.1,0
2021-03-24,116.27,116.395,115.895,116.19,0
2021-03-23,117.88,117.945,116.165,116.2,0
2021-03-22,117.185,117.92,116.595,117.86,0
2021-03-19,117.45,117.64,116.88,117.11,0
2021-03-18,117.975,118.2,117.21,117.42,1
2021-03-17,117.87,118.1,117.465,117.93,0
2021-03-16,117.675,118.105,117.44,117.83,0
2021-03-15,117.35,117.71,117.195,117.64,0
2021-03-12,117.315,117.57,116.98,117.19,0
2021-03-11,116.57,117.44,116.48,117.34,0
2021-03-10,116.93,117.175,116.49,116.52,0
2021-03-09,116.25,117.01,116.165,116.89,0
2021-03-08,116.43,116.72,116.06,116.19,0
2021-03-05,116.265,116.955,116.015,116.33,0
2021-03-04,116.315,116.6,115.965,116.23,0
2021-03-03,116.62,116.89,116.275,116.28,0
2021-03-02,116.675,116.87,116.24,116.6,0
2021-03-01,117.31,117.675,116.355,116.63,0
2021-02-26,117.44,117.81,117.015,117.3,0
2021-02-25,116.795,117.705,116.67,117.4,0
2021-02-24,116.28,116.875,116.135,116.75,0
2021-02-23,117.245,117.43,116.215,116.24,0
2021-02-22,117.585,117.83,117.09,117.2,0
2021-02-19,117.975,118.095,117.565,117.59,0
2021-02-18,117.795,118.03,117.66,117.91,0
2021-02-17,118.845,118.895,117.715,117.75,1
2021-02-16,118.36,118.86,118.245,118.8,0
2021-02-15,117.605,118.43,117.595,118.32,0
2021-02-12,117.715,117.91,117.53,117.67,0
2021-02-11,117.48,117.74,117.39,117.65,0
2021-02-10,117.22,117.745,117.095,117.44,0
2021-02-09,117.085,117.255,116.885,117.17,0
2021-02-08,117.225,117.365,116.97,117.05,0
2021-02-05,116.685,117.275,116.645,117.17,0
2021-02-04,116.805,116.905,116.58,116.7,0
2021-02-03,116.995,117.045,116.705,116.77,0
2021-02-02,116.98,117.28,116.84,116.97,0
2021-02-01,117.575,117.755,116.945,116.94,1
2021-01-29,117.265,118.025,117.185,117.54,0
2021-01-28,117.125,117.59,117.005,117.21,0
2021-01-27,116.84,117.26,116.73,117.09,0
2021-01-26,116.765,116.965,116.615,116.8,0
2021-01-25,117.23,117.36,116.72,116.73,1
2021-01-22,116.895,117.34,116.78,117.17,0
2021-01-21,116.36,117.015,116.265,116.87,0
2021-01-20,116.905,117.08,116.22,116.3,0
2021-01-19,116.445,117.295,116.32,116.89,0
2021-01-18,116.635,116.675,116.265,116.37,0
2021-01-15,116.85,116.945,116.485,116.56,0
2021-01-14,117.015,117.33,116.735,116.83,0
2021-01-13,117.045,117.255,116.835,116.92,0
2021-01-12,117.12,117.27,116.925,117.02,0
2021-01-11,117.46,117.495,116.87,117.08,1
2021-01-08,117.23,117.625,117.025,117.33,0
2021-01-07,117.285,117.55,117.12,117.22,0
2021-01-06,116.92,117.535,116.775,117.26,0
2021-01-05,116.99,117.175,116.725,116.89,0
2021-01-04,117.025,117.33,116.435,116.93,0
2021-01-01,116.6,116.78,116.06986,116.6655,0
2020-12-31,117.095,117.235,116.55,116.59,0
2020-12-30,117.16,117.28,116.47,117.05,0
2020-12-29,116.755,117.26,116.58,117.06,0
2020-12-28,116.365,116.875,116.13,116.69,0
2020-12-25,116.35,116.535,116.13,116.31,0
2020-12-24,116.64,116.825,116.135,116.27,0
2020-12-23,116.48,116.695,116.145,116.58,0
2020-12-22,116.64,116.94,116.385,116.44,0
2020-12-21,117.02,117.105,116.415,116.6,0
2020-12-18,116.59,117.205,116.51,116.92,0
2020-12-17,116.855,116.975,116.37,116.54,0
2020-12-16,117.045,117.135,116.725,116.82,0
2020-12-15,117.365,117.625,116.87,117.0,1
2020-12-14,117.03,117.485,116.805,117.32,0
2020-12-11,117.625,117.735,116.63,116.9,1
2020-12-10,117.18,117.785,117.12,117.58,0
2020-12-09,117.145,117.475,117.01,117.18,0
2020-12-08,116.8,117.265,116.66,117.1,0
2020-12-07,116.71,117.205,116.55,116.81,0
2020-12-04,116.53,117.07,116.45,116.68,0
2020-12-03,116.735,116.96,116.425,116.49,0
2020-12-02,115.935,116.84,115.855,116.67,0
2020-12-01,114.735,116.025,114.675,115.89,0
2020-11-30,114.995,115.67,114.705,114.67,1
2020-11-27,115.005,115.135,114.55,115.09,0
2020-11-26,115.025,115.14,114.62,114.93,0
2020-11-25,114.6,115.045,114.215,115.0,0
2020-11-24,114.56,114.89,114.145,114.57,0
2020-11-23,114.01,114.64,113.8,114.53,0
2020-11-20,113.87,114.235,113.765,113.96,0
2020-11-19,113.945,114.14,113.74,113.83,0
2020-11-18,114.36,114.37,113.81,113.94,0
2020-11-17,114.56,114.69,114.265,114.28,0
2020-11-16,114.62,115.03,114.44,114.52,0
2020-11-13,114.9,115.0,114.48,114.59,0
2020-11-12,114.905,115.37,114.705,114.87,0
2020-11-11,115.06,115.25,114.735,114.87,0
2020-11-10,115.35,115.425,114.825,114.97,0
2020-11-09,114.815,116.145,114.645,115.31,0
2020-11-06,114.445,115.11,114.21,114.68,0
2020-11-05,114.53,114.985,114.215,114.43,0
2020-11-04,114.53,114.99,114.22,114.4,0
2020-11-03,113.91,114.685,113.815,114.45,0
2020-11-02,114.05,114.37,113.8,113.89,0
2020-10-30,114.305,114.495,113.765,114.1,0
2020-10-29,114.57,114.93,114.06,114.25,0
2020-10-28,114.905,115.06,114.18,114.52,0
2020-10-27,115.51,115.62,114.885,114.86,0
2020-10-26,115.765,115.99,115.445,115.48,0
2020-10-23,115.57,115.945,115.17,115.73,0
2020-10-22,115.49,115.685,115.265,115.56,0
2020-10-21,116.305,116.415,115.445,115.46,1
2020-10-20,115.81,116.62,115.75,116.28,0
2020-10-19,115.2,116.02,115.015,115.77,0
2020-10-16,115.245,115.485,114.85,115.19,0
2020-10-15,115.03,115.36,114.975,115.21,0
2020-10-14,115.28,115.43,115.015,115.02,0
2020-10-13,115.845,116.005,115.25,115.22,0
2020-10-12,116.13,116.295,115.695,115.79,1
2020-10-09,115.64,116.21,115.455,115.97,0
2020-10-08,115.52,115.76,115.205,115.59,0
2020-10-07,115.07,115.775,114.965,115.48,0
2020-10-06,115.495,115.73,114.965,115.04,0
2020-10-05,114.39,115.625,114.37,115.45,0
2020-10-02,114.87,114.96,114.02,114.22,1
2020-10-01,114.51,115.235,114.42,114.85,0
2020-09-30,114.9,115.08,114.345,114.43,0
2020-09-29,114.11,115.015,114.01,114.88,0
2020-09-28,113.635,114.265,113.255,114.07,0
2020-09-25,113.76,113.945,113.515,113.71,0
2020-09-24,114.05,114.42,113.625,113.7,0
2020-09-23,114.08,114.295,113.9,114.01,0
2020-09-22,114.435,114.555,114.015,114.04,0
2020-09-21,114.74,114.905,113.685,114.4,0
2020-09-18,115.29,115.48,114.525,114.64,0
2020-09-17,115.405,115.515,114.72,115.25,0
2020-09-16,116.1,116.2,115.26,115.37,0
2020-09-15,116.425,116.81,115.98,116.04,0
2020-09-14,116.73,116.94,116.3,116.39,1
2020-09-11,116.545,117.015,116.465,116.79,0
2020-09-10,116.39,117.325,116.24,116.52,0
2020-09-09,115.525,116.47,115.135,116.33,0
2020-09-08,115.99,116.075,115.26,115.49,0
2020-09-07,116.37,116.5,115.88,115.96,0
2020-09-04,116.77,116.825,116.055,116.28,0
2020-09-03,116.62,117.03,116.24,116.73,0
2020-09-02,116.53,116.705,116.105,116.57,0
2020-09-01,117.215,117.515,116.455,116.51,0
2020-08-31,116.53,117.815,116.43,117.15,0
2020-08-28,117.22,117.915,116.3,116.5,1
2020-08-27,116.745,117.37,116.36,117.19,0
2020-08-26,117.19,117.405,116.545,116.65,0
2020-08-25,116.22,117.305,116.145,117.17,0
2020-08-24,116.06,116.635,115.815,116.18,0
2020-08-21,116.55,116.625,115.775,116.03,0
2020-08-20,115.945,116.615,115.805,116.55,0
2020-08-19,116.615,116.955,115.685,115.91,0
2020-08-18,116.925,117.095,116.435,116.61,0
2020-08-17,117.205,117.465,116.87,116.88,0
2020-08-14,117.505,117.66,116.915,117.25,0
2020-08-13,117.215,117.625,116.97,117.49,0
2020-08-12,116.155,117.465,115.955,117.18,0
2020-08-11,115.705,116.46,115.645,116.11,0
2020-08-10,115.94,116.135,115.51,115.67,0
2020-08-07,115.985,116.13,115.44,116.04,0
2020-08-06,116.21,116.41,115.585,116.0,0
2020-08-05,115.745,116.545,115.57,116.18,0
2020-08-04,115.46,116.065,115.295,115.72,0
2020-08-03,115.99,116.145,114.98,115.43,0
2020-07-31,115.2,116.335,114.855,115.92,0
2020-07-30,114.965,115.38,114.775,115.19,0
2020-07-29,114.485,115.05,114.29,114.93,0
2020-07-28,114.55,114.855,114.32,114.47,0
2020-07-27,115.09,115.32,114.105,114.52,0
2020-07-24,115.47,115.55,114.465,115.24,1
2020-07-23,115.26,115.685,115.17,115.43,0
2020-07-22,114.44,115.405,114.355,115.22,0
2020-07-21,114.235,114.515,113.945,114.41,0
2020-07-20,114.105,114.39,113.835,114.19,0
2020-07-17,113.45,114.115,113.29,113.95,0
2020-07-16,113.24,113.695,113.005,113.42,0
2020-07-15,114.14,114.24,113.06,113.19,0
2020-07-14,113.955,114.355,113.69,114.09,0
2020-07-13,113.56,114.07,113.555,113.92,0
2020-07-10,114.02,114.11,113.285,113.57,0
2020-07-09,114.315,114.625,113.895,114.0,1
2020-07-08,114.08,114.645,114.015,114.28,0
2020-07-07,113.95,114.37,113.845,114.07,0
2020-07-06,113.62,114.565,113.57,113.92,0
2020-07-03,113.72,113.875,113.485,113.64,1
2020-07-02,113.63,114.035,113.45,113.69,0
2020-07-01,113.945,114.165,113.16,113.61,0
2020-06-30,113.065,114.04,112.935,113.91,0
2020-06-29,113.05,113.65,112.98,113.03,1
2020-06-26,113.045,113.18,112.645,113.05,0
2020-06-25,112.92,113.185,112.765,113.01,0
2020-06-24,112.765,113.035,112.49,112.89,0
2020-06-23,112.8,113.46,112.405,112.7,0
2020-06-22,112.255,112.915,112.1,112.73,0
2020-06-19,112.44,112.625,112.15,112.21,0
2020-06-18,112.8,112.915,112.105,112.41,0
2020-06-17,112.85,113.225,112.515,112.79,0
2020-06-16,113.07,113.465,112.725,112.79,0
2020-06-15,112.71,113.28,112.345,113.03,0
2020-06-12,113.165,113.725,112.46,112.69,0
2020-06-11,113.38,113.8,113.09,113.14,0
2020-06-10,113.31,113.715,113.045,113.27,0
2020-06-09,113.235,113.655,112.585,113.28,0
2020-06-08,113.865,114.095,113.035,113.21,0
2020-06-05,114.215,114.615,113.58,113.81,0
2020-06-04,113.29,114.355,113.02,114.19,0
2020-06-03,112.935,113.37,112.465,113.27,0
2020-06-02,111.965,113.085,111.805,112.89,0
2020-06-01,112.1,112.34,111.79,111.93,0
2020-05-29,111.64,112.245,111.13,112.12,0
2020-05-28,111.24,111.795,110.855,111.62,0
2020-05-27,111.39,111.485,110.68,111.19,0
2020-05-26,110.795,111.51,110.745,111.33,0
2020-05-25,110.73,110.995,110.595,110.75,0
2020-05-22,110.875,110.995,110.435,110.79,0
2020-05-21,111.38,111.675,110.755,110.86,1
2020-05-20,110.87,111.52,110.78,111.37,0
2020-05-19,110.505,111.305,110.305,110.83,0
2020-05-18,110.12,110.965,109.895,110.48,0
2020-05-15,110.22,110.445,109.82,110.13,0
2020-05-14,110.105,110.29,109.68,110.17,0
2020-05-13,110.515,110.69,110.005,110.06,0
2020-05-12,110.64,111.08,110.235,110.48,0
2020-05-11,109.835,110.815,109.515,110.61,0
2020-05-08,109.235,109.965,109.125,109.84,0
2020-05-07,108.825,109.28,108.67,109.2,0
2020-05-06,109.595,109.63,108.695,108.84,0
2020-05-05,110.62,110.65,109.41,109.56,0
2020-05-04,111.27,111.305,110.43,110.57,1
2020-05-01,110.99,111.525,110.745,111.17,0
2020-04-30,109.585,111.345,109.155,110.99,0
2020-04-29,109.585,109.8,109.185,109.56,0
2020-04-28,109.925,110.085,109.35,109.56,0
2020-04-27,110.37,110.645,109.74,109.89,0
2020-04-24,110.23,110.57,109.86,110.45,0
2020-04-23,110.92,111.1,109.95,110.2,0
2020-04-22,111.14,111.41,110.715,110.86,0
2020-04-21,111.195,111.365,110.51,111.1,0
2020-04-20,111.17,111.535,111.02,111.16,0
2020-04-17,111.25,111.605,110.865,111.14,0
2020-04-16,111.43,111.68,110.855,111.2,0
2020-04-15,111.66,111.72,110.88,111.39,0
2020-04-14,111.41,111.765,111.235,111.62,0
2020-04-13,112.315,112.47,111.165,111.36,0
2020-04-10,112.26,112.48,111.99,112.2,0
2020-04-09,111.96,112.545,111.87,112.24,0
2020-04-08,112.13,112.43,111.725,111.93,0
2020-04-07,111.6,112.505,111.235,112.12,0
2020-04-06,111.03,111.925,110.885,111.54,0
2020-04-03,110.865,111.26,110.625,110.88,0
2020-04-02,110.985,111.235,110.265,110.78,0
2020-04-01,111.91,112.205,110.525,110.94,0
2020-03-31,112.505,113.105,111.435,111.87,0
2020-03-30,113.42,113.48,112.315,112.45,0
2020-03-27,113.75,113.86,112.41,113.39,0
2020-03-26,113.82,114.025,112.87,113.7,0
2020-03-25,113.31,114.025,112.825,113.77,0
2020-03-24,112.94,113.815,112.395,113.26,0
2020-03-23,112.355,113.59,111.48,112.9,0
2020-03-20,112.285,113.165,111.845,112.28,0
2020-03-19,111.65,113.06,111.465,112.25,0
2020-03-18,112.04,112.175,110.94,111.57,0
2020-03-17,111.785,112.9,111.115,112.0,0
2020-03-16,113.635,113.635,111.105,111.74,0
2020-03-13,110.84,113.79,110.585,113.58,0
2020-03-12,111.37,111.885,110.235,110.78,0
2020-03-11,112.405,112.515,111.155,111.31,0
2020-03-10,110.65,112.59,110.14,112.35,0
2020-03-09,112.34,112.38,109.26,110.59,0
2020-03-06,112.31,112.885,111.935,112.31,0
2020-03-05,112.385,112.62,111.98,112.24,0
2020-03-04,112.04,112.795,111.825,112.34,0
2020-03-03,112.91,113.27,111.765,112.0,0
2020-03-02,111.21,112.995,111.045,112.87,0
2020-02-28,113.265,113.295,111.32,111.92,0
2020-02-27,113.035,113.57,112.94,113.23,0
2020-02-26,112.885,113.52,112.805,113.01,0
2020-02-25,113.12,113.38,112.665,112.85,0
2020-02-24,114.07,114.265,112.865,113.07,1
2020-02-21,113.935,114.285,113.435,114.03,0
2020-02-20,113.195,114.255,113.015,113.91,0
2020-02-19,111.735,113.385,111.71,113.15,0
2020-02-18,112.03,112.06,111.615,111.7,0
2020-02-17,111.765,112.105,111.735,112.02,0
2020-02-14,112.135,112.2,111.725,111.71,0
2020-02-13,112.525,112.575,112.02,112.09,0
2020-02-12,112.47,112.945,112.46,112.5,0
2020-02-11,112.335,112.62,112.135,112.46,0
2020-02-10,112.3,112.42,112.15,112.3,0
2020-02-07,112.895,112.895,112.215,112.19,0
2020-02-06,112.825,112.925,112.65,112.83,0
2020-02-05,113.005,113.125,112.63,112.78,0
2020-02-04,112.52,113.025,112.33,112.96,0
2020-02-03,112.55,112.705,112.345,112.48,0
2020-01-31,112.39,112.72,112.245,112.5,0
2020-01-30,112.015,112.41,111.91,112.35,0
2020-01-29,112.16,112.335,111.715,111.97,0
2020-01-28,112.31,112.45,111.985,112.14,0
2020-01-27,112.48,112.6,112.07,112.28,0
2020-01-24,113.01,113.105,112.465,112.49,0
2020-01-23,113.485,113.535,112.69,112.97,0
2020-01-22,113.43,113.545,113.02,113.45,0
2020-01-21,113.76,113.92,113.34,113.4,0
2020-01-20,113.81,113.91,113.565,113.79,0
2020-01-17,114.18,114.31,113.615,113.73,1
2020-01-16,113.985,114.4,113.915,114.16,0
2020-01-15,113.7,114.185,113.52,113.97,0
2020-01-14,113.235,113.82,113.18,113.66,0
2020-01-13,112.575,113.37,112.4,113.2,0
2020-01-10,112.535,112.685,112.28,112.53,0
2020-01-09,112.06,112.725,111.97,112.49,0
2020-01-08,111.765,112.21,111.315,112.02,0
2020-01-07,111.935,112.02,111.51,111.7,0
2020-01-06,111.035,112.035,110.92,111.91,0
2020-01-03,111.795,111.84,110.9,111.12,0
2020-01-02,112.36,112.41,111.495,111.75,1
2020-01-01,112.215,112.345,112.165,112.28,0
2019-12-31,112.3,112.5,112.035,112.18,0
2019-12-30,112.34,112.575,112.075,112.27,0
2019-12-27,111.74,112.515,111.545,112.2,0
2019-12-26,111.555,111.855,111.525,111.69,0
2019-12-25,111.585,112.02,111.385,111.54,0
2019-12-24,111.42,111.67,111.25,111.55,0
2019-12-23,111.32,111.625,111.285,111.37,0
2019-12-20,111.77,111.87,111.325,111.34,1
2019-12-19,111.73,111.88,111.55,111.75,0
2019-12-18,111.68,111.845,111.44,111.69,0
2019-12-17,111.49,111.85,111.31,111.62,0
2019-12-16,111.155,111.59,111.045,111.45,0
2019-12-13,110.96,111.785,110.815,111.12,0
2019-12-12,110.435,111.05,110.405,110.92,0
2019-12-11,110.45,110.58,110.17,110.39,0
2019-12-10,109.87,110.57,109.84,110.4,0
2019-12-09,109.68,109.99,109.495,109.84,0
2019-12-06,110.16,110.21,109.575,109.63,1
2019-12-05,110.12,110.275,109.94,110.14,0
2019-12-04,110.055,110.21,109.81,110.08,0
2019-12-03,109.95,110.26,109.84,110.02,0
2019-12-02,109.515,110.045,109.4,109.91,0
2019-11-29,109.68,109.75,109.36,109.47,1
2019-11-28,109.635,109.745,109.435,109.64,0
2019-11-27,109.365,109.67,109.265,109.62,0
